id,name,description
57000000,Golden Crown,"Crown of a nameless king
who was ally to the ancient dragons.

This golden crown,
buried amidst long strands of bristling ash,
is said to closely resemble that of the First Lord."
57001000,Dragonscale Armor,"Dragonscale armor of a nameless king
who was ally to the ancient dragons.

Dragon scales are razor-sharp and cannot be burned."
57002000,Golden Bracelets,"Bracelets of a nameless king
who was ally to the ancient dragons.

These golden bracelets,
together with the golden breastplate and crown,
are said to closely resemble those of the First Lord."
57003000,Dragonscale Waistcloth,"Dragonscale waistcloth of a nameless king
who was ally to the ancient dragons.

Dragon scales are razor-sharp and cannot be burned."
57500000,Wolnir's Crown,"Crown of Wolnir, the Carthus conqueror.

Once upon a time, such things were bequeathed
judiciously to each of the rightful lords,
until Wolnir brought them to their knees,
and ground their crowns to dust.
Then the crowns became one,
and Wolnir, the one High Lord."
58000000,Undead Legion Helm,"Attire of the Abyss Watchers, the Undead Legion of Farron.

These undead warriors vowed to partake of wolf blood.
They acted in the dark, seeking out any sign of the Abyss,
fighting a constant war with its abominations.

This pointed steel helm was a distinct symbol of the Legion,
shirked as a sinister omen by the masses."
58001000,Undead Legion Armor,"Attire of the Abyss Watchers, the Undead Legion of Farron.
A black-dyed leather vest worn over chainmail.

These undead warriors vowed to partake of wolf blood.
They acted in the dark, seeking out any sign of the Abyss,
fighting a constant war with its abominations."
58002000,Undead Legion Gauntlet,"Attire of the Abyss Watchers, the Undead Legion of Farron.
Black-dyed leather tied around the arms,
with only the left fitted with a gauntlet.

These undead warriors vowed to partake of wolf blood.
They acted in the dark, seeking out any sign of the Abyss,
fighting a constant war with its abominations."
58003000,Undead Legion Leggings,"Attire of the Abyss Watchers, the Undead Legion of Farron.
The iron kneecaps originated from their sword techniques.

These undead warriors vowed to partake of wolf blood.
They acted in the dark, seeking out any sign of the Abyss,
fighting a constant war with its abominations."
60000000,Fire Witch Helm,"Helm of witches who bore the Profaned Flame,
now harrowed spirits of Irithyll.

The witches who lead the Pontiff's Knights
were originally ordained as holy knights.
It was not long however, before their hearts were
swallowed by the Profaned Flame."
60001000,Fire Witch Armor,"Armor of witches who bore the Profaned Flame,
now harrowed spirits of Irithyll.

The witches who lead the Pontiff's Knights
were originally ordained as holy knights.
It was not long however, before their hearts were
swallowed by the Profaned Flame."
60002000,Fire Witch Gauntlets,"Gauntlets of witches who bore the Profaned Flame,
now harrowed spirits of Irithyll.

The witches who lead the Pontiff's Knights
were originally ordained as holy knights.
It was not long however, before their hearts were
swallowed by the Profaned Flame."
60003000,Fire Witch Leggings,"Leggings of witches who bore the Profaned Flame,
now harrowed spirits of Irithyll.

The witches who lead the Pontiff's Knights
were originally ordained as holy knights.
It was not long however, before their hearts were
swallowed by the Profaned Flame."
61000000,Lorian's Helm,"Armor of Prince Lothric's older brother Lorian.
This black-dyed brass helm is patterned with flame.

Lorian, raised as a knight,
is said to have been left mute and crippled
by his younger brother's curse.
It is also said that Lorian, in fact, wished it so."
61001000,Lorian's Armor,"Armor of Prince Lothric's older brother Lorian.
This black-dyed brass armor was passed
down to him from the royal family.

Lorian, raised as a knight,
is said to have been left mute and crippled
by his younger brother's curse.
It is also said that Lorian, in fact, wished it so."
61002000,Lorian's Gauntlets,"Armor of Prince Lothric's older brother Lorian.
These black-dyed brass gauntlets were passed
down to him from the royal family.

Lorian, raised as a knight,
is said to have been left mute and crippled
by his younger brother's curse.
It is also said that Lorian, in fact, wished it so."
61003000,Lorian's Leggings,"Armor of Prince Lothric's older brother Lorian.
These black-dyed brass leggings were passed
down to him from the royal family.

Lorian, raised as a knight,
is said to have been left mute and crippled
by his younger brother's curse.
It is also said that Lorian, in fact, wished it so."
61500000,Hood of Prayer,"Prince Lothric's hood.

The prince, destined to be a Lord of Cinder,
was cherished by the royal family,
despite being born into illness,
a frail and shriveled child.

His swaddling clothes were made of aged,
coarse cloth used in ancient prayer,
and are all that he has ever worn."
61501000,Robe of Prayer,"Prince Lothric's robe.

The prince, destined to be a Lord of Cinder,
was cherished by the royal family,
despite being born into illness,
a frail and shriveled child.

His swaddling clothes were made of aged,
coarse cloth used in ancient prayer,
and are all that he has ever worn."
61503000,Skirt of Prayer,"Prince Lothric's skirt.

The prince, destined to be a Lord of Cinder,
was cherished by the royal family,
despite being born into illness,
a frail and shriveled child.

His swaddling clothes were made of aged,
coarse cloth used in ancient prayer,
and are all that he has ever worn."
63000000,Dancer's Crown,"Crown worn by the Dancer of the Boreal Valley.

The mirage-like aurora veil is said
to be an article of the old gods,
permitted only for direct descendants
of the old royal family."
63001000,Dancer's Armor,"Armor worn by the Dancer of the Boreal Valley.

The black eyes of the Pontiff eventually
transformed the Dancer into a beastly creature,
her armor fusing with her own hide."
63002000,Dancer's Gauntlets,"Gauntlets worn by the Dancer of the Boreal Valley.

The black eyes of the Pontiff eventually
transformed the Dancer into a beastly creature,
her gauntlets fusing with her own hide."
63003000,Dancer's Leggings,"Leggings worn by the Dancer of the Boreal Valley.

The black eyes of the Pontiff eventually
transformed the Dancer into a beastly creature,
her leggings fusing with her own hide."
64000000,Gundyr's Helm,"Ancient helm of a set of cast iron armor,
belonging to Champion Gundyr.
Modeled after a former king.

Gundyr, or the Belated Champion,
was bested by an unknown warrior.
He then became sheath to a coiled sword
in the hopes that someday,
the first flame would be linked once more."
64001000,Gundyr's Armor,"Ancient chest piece of a set of cast iron armor,
belonging to Champion Gundyr.

Gundyr, or the Belated Champion,
was bested by an unknown warrior.
He then became sheath to a coiled sword
in the hopes that someday,
the first flame would be linked once more."
64002000,Gundyr's Gauntlets,"Ancient gauntlets of a set of cast iron armor,
belonging to Champion Gundyr.

Gundyr, or the Belated Champion,
was bested by an unknown warrior.
He then became sheath to a coiled sword
in the hopes that someday,
the first flame would be linked once more."
64003000,Gundyr's Leggings,"Ancient leggings of a set of cast iron armor,
belonging to Champion Gundyr.

Gundyr, or the Belated Champion,
was bested by an unknown warrior.
He then became sheath to a coiled sword
in the hopes that someday,
the first flame would be linked once more."
66000000,Archdeacon White Crown,"White crown worn by an Archdeacon of
the Cathedral of the Deep.
Presented solely to delegates of the gods.

Of the three Archdeacons of the Deep,
one cast off his white crown and
left the cathedral to stand by Aldrich."
66001000,Archdeacon Holy Garb,"Holy garb worn by an Archdeacon of
the Cathedral of the Deep.
A sign of the Way of White's highest rank.

Of the three Archdeacons of the Deep,
one stood over Aldrich's casket,
with hope that he would return one day."
66003000,Archdeacon Skirt,"Skirt worn by an Archdeacon of
the Cathedral of the Deep.
Worn underneath holy garb.

Of the Archdeacons of the Deep,
one attended to Rosaria, Mother of Rebirth,
whom he deemed a goddess."
66501000,Deacon Robe,"Robe worn by deacons of the Cathedral of the Deep.
The deep red pigment denotes the blessing of fire.

In time, those dedicated to sealing away
the horrors of the Deep succumbed to their very power.
It seems that neither tending to the flame,
nor the faith, could save them."
66503000,Deacon Skirt,"Skirt worn by deacons of the Cathedral of the Deep,
worn on the inside of the deep red robe.

In time, those dedicated to sealing away
the horrors of the Deep succumbed to their very power.
It seems that neither tending to the flame,
nor the faith, could save them."
68001000,Fire Keeper Robe,"Robe worn by the guardian of the shrine.

The Fire Keepers were robbed of light,
to better serve as vessels for souls.
Only those who cherish the writhing,
searing darkness were given the keepers' black attire."
68002000,Fire Keeper Gloves,"Manchettes worn by the guardian of the shrine.

The Fire Keepers were robbed of light,
to better serve as vessels for souls.
Only those who cherish the writhing,
searing darkness were given the keepers' black attire."
68003000,Fire Keeper Skirt,"Skirt worn by the guardian of the shrine.

The Fire Keepers were robbed of light,
to better serve as vessels for souls.
Only those who cherish the writhing,
searing darkness were given the keepers' black attire."
70000000,Chain Helm,"Chainmail helm of thin interlinking rings of steel.
Popular due to its ease of crafting,
respectable damage absorption, and light weight.

Knights may favor imposing armor,
but for warriors on the battlefield,
that which keeps them alive is armor enough."
70001000,Chain Armor,"Chainmail armor of thin interlinking rings of steel.
Popular due to its ease of crafting,
respectable damage absorption, and light weight.

Knights may favor imposing armor,
but for warriors on the battlefield,
that which keeps them alive is armor enough."
70002000,Leather Gauntlets,"Gloves made of soft leather.
A common form of protection."
70003000,Chain Leggings,"Chainmail leggings of thin interlinking rings of steel.
Popular due to their ease of crafting,
respectable damage absorption, and light weight.

Knights may favor imposing armor,
but for warriors on the battlefield,
that which keeps them alive is armor enough."
71000000,Nameless Knight Helm,"Helm of a nameless knight.
Crafted with thin metal greatly reinforced
by a grooved finish."
71001000,Nameless Knight Armor,"Armor of a nameless knight.
Crafted with thin metal greatly reinforced
by a grooved finish."
71002000,Nameless Knight Gauntlets,"Gauntlets of a nameless knight.
Crafted with thin metal greatly reinforced
by a grooved finish."
71003000,Nameless Knight Leggings,"Leggings of a nameless knight.
Crafted with thin metal greatly reinforced
by a grooved finish."
72000000,Elite Knight Helm,"Helm said to have been given to
elite knights of fallen Astora.

The mere mention of Astora invokes wistful pangs,
and perhaps it was such a dream that drew Anri
to this faraway home known only by name."
72001000,Elite Knight Armor,"Armor said to have been given to
elite knights of fallen Astora.

The mere mention of Astora invokes wistful pangs,
and perhaps it was such a dream that drew Anri
to this faraway home known only by name."
72002000,Elite Knight Gauntlets,"Gauntlets said to have been given to
elite knights of fallen Astora.

The mere mention of Astora invokes wistful pangs,
and perhaps it was such a dream that drew Anri
to this faraway home known only by name."
72003000,Elite Knight Leggings,"Leggings said to have been given to
elite knights of fallen Astora.

The mere mention of Astora invokes wistful pangs,
and perhaps it was such a dream that drew Anri
to this faraway home known only by name."
73000000,Faraam Helm,"Helm named after a god of war.

The armor of the Forossa Lion Knights was preserved
even after the destruction of their homeland,
and is mentioned in numerous legends,
alongside the names of those who are said
to have gone beyond death."
73001000,Faraam Armor,"Armor named after a god of war.

The armor of the Forossa Lion Knights was preserved
even after the destruction of their homeland,
and is mentioned in numerous legends,
alongside the names of those who are said
to have gone beyond death."
73002000,Faraam Gauntlets,"Gauntlets named after a god of war.

The armor of the Forossa Lion Knights was preserved
even after the destruction of their homeland,
and is mentioned in numerous legends,
alongside the names of those who are said
to have gone beyond death."
73003000,Faraam Boots,"Boots named after a god of war.

The armor of the Forossa Lion Knights was preserved
even after the destruction of their homeland,
and is mentioned in numerous legends,
alongside the names of those who are said
to have gone beyond death."
74000000,Catarina Helm,"Distinctively shaped helm
worn by the Knights of Catarina.

Often ridiculed for its onion-like shape,
infuriating the country's proud knights,
but the masterfully forged curved design
makes it very effective for deflecting blows."
74001000,Catarina Armor,"Distinctively shaped armor
worn by the Knights of Catarina.

Often ridiculed for its onion-like shape,
infuriating the country's proud knights,
but the masterfully forged curved design
makes it very effective for deflecting blows."
74002000,Catarina Gauntlets,"Distinctively shaped gauntlets
worn by the Knights of Catarina.

Often ridiculed for the onion-like shape,
infuriating the country's proud knights,
but the masterfully forged curved design
makes them very effective for deflecting blows."
74003000,Catarina Leggings,"Distinctively shaped leggings
worn by the Knights of Catarina.

Often ridiculed for the onion-like shape,
infuriating the country's proud knights,
but the masterfully forged curved design
makes them very effective for deflecting blows."
74500000,Standard Helm,"A sturdy helm made of iron.
Used by warriors of old,
but one can still expect sound defense.

It is never unwise to wear a sturdy form of head
protection against arrows and other somatic threats."
74501000,Hard Leather Armor,"Armor made of thick, layered leather.
Used by warriors of old,
but one can still expect sound defense."
74502000,Hard Leather Gauntlets,"Gauntlets made of thick leather.
Used by warriors of old,
but one can still expect sound defense."
74503000,Hard Leather Boots,"Boots made of thick leather.
Used by warriors of old,
but one can still expect sound defense."
75000000,Havel's Helm,"Armor as if hewn from a giant boulder.
Highly protective, but excessively heavy.

The warriors who followed Havel the Rock never flinched,
nor retreated from battle,
crushing any foe that stood in their way."
75001000,Havel's Armor,"Armor as if hewn from a giant boulder.
Highly protective, but excessively heavy.

The warriors who followed Havel the Rock never flinched,
nor retreated from battle,
crushing any foe that stood in their way."
75002000,Havel's Gauntlets,"Armor as if hewn from a giant boulder.
Highly protective, but excessively heavy.

The warriors who followed Havel the Rock never flinched,
nor retreated from battle,
crushing any foe that stood in their way."
75003000,Havel's Leggings,"Armor as if hewn from a giant boulder.
Highly protective, but excessively heavy.

The warriors who followed Havel the Rock never flinched,
nor retreated from battle,
crushing any foe that stood in their way."
75500000,Brigand Hood,"Hood from a foreign land.
Probably belonged to a brigand who met his match.

In foreign lands,
undead were banished to send a message to populace,
and when the message was not heard,
they banished the living, too."
75501000,Brigand Armor,"Leather armor from a foreign land.
Probably belonged to a brigand who met his match.

In foreign lands,
undead were banished to send a message to populace,
and when the message was not heard, 
they banished the living, too."
75502000,Brigand Gauntlets,"Gauntlets from a foreign land.
Probably belonged to a brigand who met his match.

In foreign lands,
undead were banished to send a message to populace,
and when the message was not heard,
they banished the living, too."
75503000,Brigand Trousers,"Trousers from a foreign land.
Probably belonged to a brigand who met his match.

In foreign lands,
undead were banished to send a message to populace,
and when the message was not heard,
they banished the living, too."
76000000,Pharis's Hat,"Broad-brimmed leather hat.
Traditionally used by master archers,
and especially favored by forest-dwelling hunters.

The name Pharis is said to have once belonged to a hero,
but is now more widely known as a style of hat."
76001000,Leather Armor,"Armor made of smooth leather.
Even lighter and more flexible than most leather armors."
76002000,Leather Gloves,"Gloves made of smooth leather.
Even lighter and more flexible than most leather armors."
76003000,Leather Boots,"Boots made of smooth leather.
Even lighter and more flexible than most leather armors."
76500000,Ragged Mask,"Rag that covers the wearer's mouth.

Likely a makeshift item that helped reduce intake
of various poisonous and noxious fumes."
76501000,Master's Attire,"A terribly worn shirt.

Men are fond of weaving tales to
explain the raggedness of their garb.

""My sixth sense warned me of danger,
and I danced between flurries of blades,
unscathed, but alas, my clothes went to tatters."""
76502000,Master's Gloves,"Terribly worn manchettes.

Men are fond of weaving tales to
explain the raggedness of their garb.

""My sixth sense warned me of danger,
and I danced between flurries of blades,
unscathed, but alas, my clothes went to tatters."""
76503000,Loincloth,"Terribly worn waistcloth.

The deprived only manage to rummage just enough cloth
to protect their vital parts."
77000000,Old Sorcerer Hat,"Traditional attire worn by sorcerers
of the Vinheim Dragon School.

Long ago, sorcerers were said to always dress properly,
even while on distant journeys of discovery,
even before such journeys were established curriculum."
77001000,Old Sorcerer Coat,"Traditional attire worn by sorcerers
of the Vinheim Dragon School.

Long ago, sorcerers were said to always dress properly,
even while on distant journeys of discovery,
even before such journeys were established curriculum."
77002000,Old Sorcerer Gauntlets,"Traditional attire worn by sorcerers
of the Vinheim Dragon School.

Long ago, sorcerers were said to always dress properly,
even while on distant journeys of discovery,
even before such journeys were established curriculum."
77003000,Old Sorcerer Boots,"Traditional attire worn by sorcerers
of the Vinheim Dragon School.

Long ago, sorcerers were said to always dress properly,
even while on distant journeys of discovery,
even before such journeys were established curriculum."
77500000,Conjurator Hood,"Attire of traveling conjurators.

Conjurators were the predecessors to pyromancers,
and spent their lives roaming the lands.
No wonder their attire was designed to protect them
from fire, poison, and other threats of nature."
77501000,Conjurator Robe,"Attire of traveling conjurators.

Conjurators were the predecessors to pyromancers,
and spent their lives roaming the lands.
No wonder their attire was designed to protect them
from fire, poison, and other threats of nature."
77502000,Conjurator Manchettes,"Attire of traveling conjurators.

Conjurators were the predecessors to pyromancers,
and spent their lives roaming the lands.
No wonder their attire was designed to protect them
from fire, poison, and other threats of nature."
77503000,Conjurator Boots,"Attire of traveling conjurators.

Conjurators were the predecessors to pyromancers,
and spent their lives roaming the lands.
No wonder their attire was designed to protect them
from fire, poison, and other threats of nature."
78000000,Thief Mask,"Mask of sinners. They hide their faces,
stifle their voices and hide in the shadows.
It does not provide much in the way of defense."
78001000,Black Leather Armor,"Black dyed leather armor.
Enables its wearer to hide in the shadows with silent finesse.

The wearer of this fine attire was admired
by friends and enemies alike,
for his skills were unmatched,
and his heart was true as gold.
As its new owner, you have quite the shoes to fill."
78002000,Black Leather Gloves,"Black dyed leather gloves.
Enables its wearer to hide in the shadows with silent finesse.

The wearer of this fine attire was admired
by friends and enemies alike,
for his skills were unmatched,
and his heart was true as gold.
As their new owner,
you have quite the shoes to fill."
78003000,Black Leather Boots,"Black dyed leather boots.
Enables its wearer to hide in the shadows with silent finesse.

The wearer of this fine attire was admired
by friends and enemies alike,
for his skills were unmatched,
and his heart was true as gold.
As their new owner,
you have quite the shoes to fill."
78500000,Symbol of Avarice,"Head of the avaricious creature that mimics treasure chests.
Can be worn, if one so wishes.

Increases soul absorption from defeated
enemies as well as item discovery,
but the curse of the branded also drains HP.

The very form of this creature
is thought to be a form of brand,
a punishment for sin."
79000000,Creighton's Steel Mask,"Attire of Creighton the Wanderer,
a notorious deserter who fled an order of Mirrah Knights.

Despite the mask's being a symbol
of a criminal sentenced to death,
Creighton never removed it."
79001000,Mirrah Chain Mail,"Formal attire of the honorable knights of Mirrah,
featuring their heraldry,
a stag set against a blue field.

Oddly, it was a dishonorable deserter
who wore this attire most religiously."
79002000,Mirrah Chain Gloves,"Formal attire of the honorable knights of Mirrah.

Oddly, it was a dishonorable deserter
who wore this attire most religiously."
79003000,Mirrah Chain Leggings,"Formal attire of the honorable knights of Mirrah.

Oddly, it was a dishonorable deserter
who wore this attire most religiously."
79500000,Maiden Hood,"White hood worn by traveling maidens.
Part of their formal attire, regardless of rank.

It is soft and well-made,
but ill-suited for use in battle."
79501000,Maiden Robe,"White robe worn by traveling maidens.
Part of their formal attire, regardless of rank.

It is soft and well-made,
but ill-suited for use in battle."
79502000,Maiden Gloves,"White gloves worn by traveling maidens.
Part of their formal attire, regardless of rank.

They are soft and well-made,
but ill-suited for use in battle."
79503000,Maiden Skirt,"White skirt worn by traveling maidens.
Part of their formal attire, regardless of rank.

It is soft and well-made,
but ill-suited for use in battle."
80000000,Alva Helm,"Protection of Alva, seeker of the spurned.
This steel helm was trimmed to reduce weight.

To this day, troubadours sing of tales of
the wandering knight Alva and his travels,
and of his involvement with the saint and the witch.
Needless to say, the songs traditionally end in tragedy."
80001000,Alva Armor,"Protection of Alva, seeker of the spurned.
This steel body armor was trimmed to reduce weight.

To this day, troubadours sing of tales of
the wandering knight Alva and his travels,
and of his involvement with the saint and the witch.
Needless to say, the songs traditionally end in tragedy."
80002000,Alva Gauntlets,"Protection of Alva, seeker of the spurned.
These steel gauntlets trimmed to reduce weight.

To this day, troubadours sing of tales of
the wandering knight Alva and his travels,
and of his involvement with the saint and the witch.
Needless to say, the songs traditionally end in tragedy."
80003000,Alva Leggings,"Protection of Alva, seeker of the spurned.
These steel leggings were trimmed to reduce weight.

To this day, troubadours sing of tales of
the wandering knight Alva and his travels,
and of his involvement with the saint and the witch.
Needless to say, the songs traditionally end in tragedy."
81000000,Shadow Mask,"Black cloth mask worn by spooks from an Eastern land.
Sacrifices defense for greater mobility.

The late King Oceiros was obsessed by dragons,
to the extent that he would later
be known as the Consumed King.
Countless assassins were sent to end his reign,
but none returned."
81001000,Shadow Garb,"Black cloth garb worn by spooks from an Eastern land.
Sacrifices defense for greater mobility.

The late King Oceiros was obsessed by dragons,
to the extent that he would later
be known as the Consumed King.
Countless assassins were sent to end his reign,
but none returned."
81002000,Shadow Gauntlets,"Black cloth gauntlets worn by spooks from an Eastern land.
Sacrifices defense for greater mobility.

The late King Oceiros was obsessed by dragons,
to the extent that he would later
be known as the Consumed King.
Countless assassins were sent to end his reign,
but none returned."
81003000,Shadow Leggings,"Black cloth leggings worn by spooks from an Eastern land.
Sacrifices defense for greater mobility.

The late King Oceiros was obsessed by dragons,
to the extent that he would later
be known as the Consumed King.
Countless assassins were sent to end his reign,
but none returned."
82000000,Eastern Helm,"Distinctive helm made in an Eastern land.

The exquisite craftsmanship and artistic design made
these prized pieces in the collection of any nobleman.

Offers excellent damage absorption,
particularly from slashing attacks from katanas,
which are commonly encountered threats
in battles fought in the East."
82001000,Eastern Armor,"Distinctive armor made in an Eastern land.

The exquisite craftsmanship and artistic design made
these prized pieces in the collection of any nobleman.

Offers excellent damage absorption,
particularly from slashing attacks from katanas,
which are commonly encountered threats
in battles fought in the East."
82002000,Eastern Gauntlets,"Distinctive gauntlets made in an Eastern land.

The exquisite craftsmanship and artistic design made
these prized pieces in the collection of any nobleman.

Offers excellent damage absorption,
particularly from slashing attacks from katanas,
which are commonly encountered threats
in battles fought in the East."
82003000,Eastern Leggings,"Distinctive leggings made in an Eastern land.

The exquisite craftsmanship and artistic design made
these prized pieces in the collection of any nobleman.

Offers excellent damage absorption,
particularly from slashing attacks from katanas,
which are commonly encountered threats
in battles fought in the East."
83000000,Helm of Favor,"Helm of the pitiable Embraced knight.
Depicts the affection of the goddess Fina.

Adrift on a sea of isolation,
only his faith in the love of his goddess remained true,
and so the knight forsook all else."
83001000,Embraced Armor of Favor,"Armor of the pitiable Embraced knight.
Depicts the affection of the goddess Fina.

The face is crafted to depict the goddess's embrace,
quite ignoring the fact that her love is
in fact as fickle as the weather."
83002000,Gauntlets of Favor,"Gauntlets of the pitiable Embraced knight.
Depicts the affection of the goddess Fina.

Adrift on a sea of isolation,
only his faith in the love of his goddess remained true,
and so the knight forsook all else."
83003000,Leggings of Favor,"Leggings of the pitiable Embraced knight.
Depicts the affection of the goddess Fina.

Adrift on a sea of isolation,
only his faith in the love of his goddess remained true,
and so the knight forsook all else."
84000000,Brass Helm,"Armor of a knight once known as the Darkmoon.
It is said that this brass armor
hides something hideous within.

Something about its silhouette suggests femininity."
84001000,Brass Armor,"Armor of a knight once known as the Darkmoon.
It is said that this brass armor
hides something hideous within.

Something about its silhouette suggests femininity."
84002000,Brass Gauntlets,"Armor of a knight once known as the Darkmoon.
It is said that this brass armor
hides something hideous within.

Something about its silhouette suggests femininity."
84003000,Brass Leggings,"Armor of a knight once known as the Darkmoon.
It is said that this brass armor
hides something hideous within.

Something about its silhouette suggests femininity."
85000000,Silver Knight Helm,"Helm of the Silver Knights allegiant to the royals of old.

It is said that even after the family's passing,
the knights continued to watch over their manor,
and the ruined cathedral."
85001000,Silver Knight Armor,"Armor of the Silver Knights allegiant to the royals of old.

It is said that even after the family's passing,
the knights continued to watch over their manor,
and the ruined cathedral."
85002000,Silver Knight Gauntlets,"Gauntlets of the Silver Knights allegiant to the royals of old.

It is said that even after the family's passing,
the knights continued to watch over their manor,
and the ruined cathedral."
85003000,Silver Knight Leggings,"Leggings of the Silver Knights allegiant to the royals of old.

It is said that even after the family's passing,
the knights continued to watch over their manor,
and the ruined cathedral."
86000000,Lucatiel's Mask,"Mask attached to a ceremonial hat.

A Hollow once fought valiantly with this mask,
but feared the fading of her self,
and implored a comrade remember her name.

Perhaps that is why this gentleman's mask
is named after a woman."
86001000,Mirrah Vest,"Garb worn by Mirrah Knights sent on journeys.
This hard leather vest is bestowed
only upon proven knights.

Knights travel afar to fulfill their sacred duties,
but few are ever able to deliver on their vows."
86002000,Mirrah Gloves,"Garb worn by Mirrah Knights sent on journeys.
These soft deerskin gloves are bestowed
only upon proven knights.

Knights travel afar to fulfill their sacred duties,
but few are ever able to deliver on their vows."
86003000,Mirrah Trousers,"Garb worn by Mirrah Knights sent on journeys.
These soft deerskin trousers are bestowed
only upon proven knights.

Knights travel afar to fulfill their sacred duties,
but few are ever able to deliver on their vows."
87000000,Iron Helm,"Large, durable iron helm, known as a heaume.

This helm with a red feather is said to
have belonged to a Knight of Sunlight in a previous age.

The heaume has no particular powers,
but is of fine quality,
and appears to have been looked after
with the greatest of care."
87001000,Armor of the Sun,"Chainmail armor and white coat featuring a large
rendition of the holy symbol of the sun.

The choice attire of
a singular Knight of Sunlight from a previous age.
The symbol was painted by the knight himself,
but the armor never bore any special power,
sacred or otherwise."
87002000,Iron Bracelets,"Durable iron bracelets protecting the wearer's wrists.

Said to be the bracelets of
a Knight of Sunlight from a previous age.

Has no particular powers, but are of fine quality,
and evidently well taken care of."
87003000,Iron Leggings,"Chain leggings combined with iron boots.

Said to be the leggings of
a Knight of Sunlight from a previous age.

Has no particular powers, but are of fine quality,
and evidently well taken care of."
88000000,Drakeblood Helm,"Armor of the Drakeblood Knights,
worshippers of the blood of dragons.
The red cloth is said to symbolize their yearning for blood.

Dragon worship has captured the hearts and minds
of warriors across the lands for many ages.
Perhaps such warriors are attracted
to doctrines of few words."
88001000,Drakeblood Armor,"Armor of the Drakeblood Knights,
worshippers of the blood of dragons.
The red cloth is said to symbolize their yearning for blood.

Dragon worship has captured the hearts and minds
of warriors across the lands for many ages.
Perhaps such warriors are attracted
to doctrines of few words."
88002000,Drakeblood Gauntlets,"Armor of the Drakeblood Knights,
worshippers of the blood of dragons.
The red cloth is said to symbolize their yearning for blood.

Dragon worship has captured the hearts and minds
of warriors across the lands for many ages.
Perhaps such warriors are attracted
to doctrines of few words."
88003000,Drakeblood Leggings,"Armor of the Drakeblood Knights,
worshippers of the blood of dragons.
The red cloth is said to symbolize their yearning for blood.

Dragon worship has captured the hearts and minds
of warriors across the lands for many ages.
Perhaps such warriors are attracted
to doctrines of few words."
89001000,Drang Armor,"Armor of the Drang Knights,
proclaimed descendants from the land known
for the legend of the Linking of the Fire.

Fine protection that is both light and strong,
having been reinforced with rare geisteel.

The Drang Knights were once feared sellswords,
until treason meant descending into the abyss,
and they were separated forever."
89002000,Drang Gauntlets,"Gauntlets of the Drang Knights,
proclaimed descendants from the land known
for the legend of the Linking of the Fire.

Fine protection that is both light and strong,
having been reinforced with rare geisteel.


The Drang Knights were once feared sellswords,
until treason meant descending into the abyss,
and they were separated forever."
89003000,Drang Shoes,"Shoes of the Drang Knights,
proclaimed descendants from the land known
for the legend of the Linking of the Fire.

Fine protection that is both light and strong,
having been reinforced with rare geisteel.


The Drang Knights were once feared sellswords,
until treason meant descending into the abyss,
and they were separated forever."
90000000,Black Iron Helm,"Helm made of black iron,
from the set of armor for which
Knightslayer Tsorig was infamously known.

Offers extensive and particularly
effective protection from fire."
90001000,Black Iron Armor,"Chest piece made of black iron,
from the set of armor for which
Knightslayer Tsorig was infamously known.

Offers extensive and particularly
effective protection from fire."
90002000,Black Iron Gauntlets,"Gauntlets made of black iron,
from the set of armor for which
Knightslayer Tsorig was infamously known.

Offers extensive and particularly
effective protection from fire."
90003000,Black Iron Leggings,"Leggings made of black iron,
from the set of armor for which
Knightslayer Tsorig was infamously known.

Offers extensive and particularly
effective protection from fire."
91000000,Painting Guardian Hood,"Attire of the Painting Guardians,
whose forms are described in the mythology of heretics.

A smooth pale hood that deters magic.

The hunchbacked teller of ancient tales describes
unwanted souls who are unwelcome across the lands,
and are eventually drawn into a cold, painted world."
91001000,Painting Guardian Gown,"Attire of the Painting Guardians,
whose forms are described in the mythology of heretics.

A smooth pale gown that deters magic.

The hunchbacked teller of ancient tales describes
unwanted souls who are unwelcome across the lands,
and are eventually drawn into a cold, painted world."
91002000,Painting Guardian Gloves,"Attire of the Painting Guardians,
whose forms are described in the mythology of heretics.

Slightly white, soft gloves that are resistant to magic.

The hunchbacked teller of ancient tales describes
unwanted souls who are unwelcome across the lands,
and are eventually drawn into a cold, painted world."
91003000,Painting Guardian Waistcloth,"Attire of the Painting Guardians,
whose forms are described in the mythology of heretics.

Slightly white, soft waistcloth that is resistant to magic.

The hunchbacked teller of ancient tales describes
unwanted souls who are unwelcome across the lands,
and are eventually drawn into a cold, painted world."
92000000,Wolf Knight Helm,"Helm of a knight tainted by the dark of the Abyss.
The twilight blue tassel is damp, and will ever remain so.

A vanquished knight left behind only wolf's blood,
and his legacy of duty.
The Undead Legion of Farron was formed to bear his torch,
and the armor of these Abyss Watchers
suggests their own eventual end."
92001000,Wolf Knight Armor,"Armor of a knight tainted by the dark of the Abyss.
The twilight blue cape is damp, and will ever remain so.

A vanquished knight left behind only wolf's blood,
and his legacy of duty.
The Undead Legion of Farron was formed to bear his torch,
and the armor of these Abyss Watchers
suggests their own eventual end."
92002000,Wolf Knight Gauntlets,"Gauntlets of a knight tainted by the dark of the Abyss.

A vanquished knight left behind only wolf's blood,
and his legacy of duty.
The Undead Legion of Farron was formed to bear his torch,
and the armor of these Abyss Watchers
suggests their own eventual end."
